Probe Set ID,Gene Title,Gene Symbol
1458994_PM_at,---,---
1458995_PM_at,digestive organ expansion factor homolog (zebrafish),Diexf
1458996_PM_at,integrin alpha 5 (fibronectin receptor alpha),Itga5
1458997_PM_at,IgLON family member 5,Iglon5
1458998_PM_at,oligonucleotide/oligosaccharide-binding fold containing 1,Obfc1
1458999_PM_at,mitochondrial ribosomal protein S10,Mrps10
1459000_PM_at,symplekin,Sympk
1459001_PM_at,---,---
1459002_PM_at,predicted gene 5528 /// uncharacterized LOC102635907 /// ribosomal protein L21,Gm5528 /// LOC102635907 /// Rpl21
1459003_PM_at,four and a half LIM domains 1,Fhl1
1459004_PM_at,---,---
1459005_PM_at,---,---
1459006_PM_a_at,predicted gene 2824,Gm2824
1459007_PM_at,---,---
1459008_PM_at,---,---
1459009_PM_at,---,---
1459010_PM_at,---,---
1459011_PM_at,---,---
1459012_PM_at,RIKEN cDNA A730041O05 gene,A730041O05Rik
1459013_PM_at,---,---
1459014_PM_at,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",Slc1a2
1459015_PM_at,---,---
1459016_PM_at,mitochondrial assembly of ribosomal large subunit 1,Malsu1
1459017_PM_at,---,---
1459018_PM_at,"DNA segment, Chr 10, ERATO Doi 447, expressed",D10Ertd447e
1459019_PM_at,shadow of prion protein,Sprn
1459020_PM_at,adhesion molecule with Ig like domain 1,Amigo1
1459021_PM_at,Rab9 effector protein with kelch motifs,Rabepk
1459022_PM_at,---,---
1459023_PM_at,"5' nucleotidase, ecto",Nt5e
1459024_PM_at,---,---
1459025_PM_at,RIKEN cDNA 1700001J04 gene /// uncharacterized LOC102633312,1700001J04Rik /// LOC102633312
1459026_PM_at,SNW domain containing 1,Snw1
1459027_PM_at,---,---
1459028_PM_at,---,---
1459029_PM_at,p21 protein (Cdc42/Rac)-activated kinase 1,Pak1
1459030_PM_at,"butyrobetaine (gamma), 2-oxoglutarate dioxygenase 1 (gamma-butyrobetaine hydroxylase)",Bbox1
1459031_PM_at,"tubulin tyrosine ligase-like family, member 4",Ttll4
1459032_PM_at,---,---
1459033_PM_at,---,---
1459034_PM_at,WD repeat domain 19,Wdr19
1459035_PM_at,---,---
1459036_PM_at,RIKEN cDNA 9430091E24 gene,9430091E24Rik
1459037_PM_at,---,---
1459038_PM_at,---,---
1459039_PM_at,---,---
1459040_PM_at,---,---
1459041_PM_at,---,---
1459042_PM_at,regulating synaptic membrane exocytosis 3,Rims3
1459043_PM_at,---,---
1459044_PM_at,expressed sequence AU015558,AU015558
1459045_PM_at,golgi integral membrane protein 4,Golim4
1459046_PM_at,coiled-coil domain containing 171,Ccdc171
1459047_PM_x_at,---,---
1459048_PM_s_at,zinc finger protein 142,Zfp142
1459049_PM_at,---,---
1459050_PM_at,"predicted gene, 26702",Gm26702
1459051_PM_at,"family with sequence similarity 212, member B",Fam212b
1459052_PM_at,"hypoxia inducible factor 3, alpha subunit",Hif3a
1459053_PM_at,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",Agap1
1459054_PM_at,castor zinc finger 1,Casz1
1459055_PM_at,forkhead box J3,Foxj3
1459056_PM_at,---,---
1459057_PM_at,---,---
1459058_PM_at,sialic acid acetylesterase,Siae
1459059_PM_at,RIKEN cDNA 2010308F09 gene,2010308F09Rik
1459060_PM_at,---,---
1459061_PM_at,---,---
1459062_PM_x_at,---,---
1459063_PM_at,---,---
1459064_PM_at,---,---
1459065_PM_at,---,---
1459066_PM_at,---,---
1459067_PM_at,RIKEN cDNA 1190002N15 gene,1190002N15Rik
1459068_PM_at,---,---
1459069_PM_at,---,---
1459070_PM_at,melanoma inhibitory activity 3,Mia3
1459071_PM_at,---,---
1459072_PM_at,---,---
1459073_PM_x_at,---,---
1459074_PM_at,---,---
1459075_PM_at,expressed sequence AU022479,AU022479
1459076_PM_at,uncharacterized LOC102633715,LOC102633715
1459077_PM_at,---,---
1459078_PM_at,---,---
1459079_PM_at,---,---
1459080_PM_at,---,---
1459081_PM_at,---,---
1459082_PM_at,---,---
1459083_PM_at,RIKEN cDNA A330084C13 gene,A330084C13Rik
1459084_PM_at,predicted gene 9898,Gm9898
1459085_PM_at,"DNA segment, Chr 1, ERATO Doi 259, expressed",D1Ertd259e
1459086_PM_at,---,---
1459087_PM_at,---,---
1459088_PM_at,expressed sequence C79557,C79557
1459089_PM_at,predicted gene 11757 /// predicted gene 11758 /// predicted gene 13871,Gm11757 /// Gm11758 /// Gm13871
1459090_PM_at,---,---
1459091_PM_at,---,---
1459092_PM_at,"solute carrier organic anion transporter family, member 6c1",Slco6c1
1459093_PM_at,---,---
1459094_PM_at,---,---
1459095_PM_at,---,---
1459096_PM_at,---,---
1459097_PM_at,---,---
1459098_PM_at,---,---
1459099_PM_at,transmembrane channel-like gene family 7,Tmc7
1459100_PM_at,expressed sequence AU015253,AU015253
1459101_PM_at,expressed sequence C78760,C78760
1459102_PM_at,---,---
1459103_PM_at,histone cell cycle regulation defective homolog A (S. cerevisiae),Hira
1459104_PM_at,budding uninhibited by benzimidazoles 3 homolog (S. cerevisiae),Bub3
1459105_PM_at,---,---
1459106_PM_at,---,---
1459107_PM_at,"potassium voltage-gated channel, subfamily H (eag-related), member 3",Kcnh3
1459108_PM_a_at,YEATS domain containing 2,Yeats2
1459109_PM_at,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",Sema5a
1459110_PM_at,myosin IXb,Myo9b
1459111_PM_at,RIKEN cDNA 4831440E17 gene,4831440E17Rik
1459112_PM_at,uncharacterized LOC102634753,LOC102634753
1459113_PM_at,---,---
1459114_PM_at,---,---
1459115_PM_at,---,---
1459116_PM_at,---,---
1459117_PM_at,---,---
1459118_PM_at,uncharacterized protein D230038C21 /// uncharacterized LOC102641994,D230038C21 /// LOC102641994
1459119_PM_at,centromere protein O,Cenpo
1459120_PM_at,---,---
1459121_PM_at,predicted gene 3363,Gm3363
1459122_PM_at,sperm flagellar 2,Spef2
1459123_PM_at,---,---
1459124_PM_at,---,---
1459125_PM_at,RIKEN cDNA D030059C06 gene,D030059C06Rik
1459126_PM_at,---,---
1459127_PM_at,uncharacterized LOC102640253,LOC102640253
1459128_PM_at,---,---
1459129_PM_at,"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930548A09 product:unclassifiable, full insert sequence. /// --- /// predicted gene 20616",AK076909 /// Gm20616 /// Gm20616
1459130_PM_at,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1",Hace1
1459131_PM_at,---,---
1459132_PM_at,basonuclin 2,Bnc2
1459133_PM_at,"ER degradation enhancer, mannosidase alpha-like 3",Edem3
1459134_PM_at,---,---
1459135_PM_at,---,---
1459136_PM_at,---,---
1459137_PM_at,promyelocytic leukemia,Pml
1459138_PM_at,---,---
1459139_PM_at,---,---
1459140_PM_at,"family with sequence similarity 172, member A",Fam172a
1459141_PM_at,RIKEN cDNA 1810008I18 gene,1810008I18Rik
1459142_PM_at,sperm associated antigen 17,Spag17
1459143_PM_at,coiled-coil-helix-coiled-coil-helix domain containing 3,Chchd3
1459144_PM_at,---,---
1459145_PM_at,RIKEN cDNA A930033H14 gene,A930033H14Rik
1459146_PM_at,mitogen-activated protein kinase 6,Mapk6
1459147_PM_at,cartilage acidic protein 1,Crtac1
1459148_PM_at,---,---
1459149_PM_at,---,---
1459150_PM_at,---,---
1459151_PM_x_at,interferon-induced protein 35,Ifi35
1459152_PM_at,expressed sequence C78515,C78515
1459153_PM_at,stonin 2,Ston2
1459154_PM_at,---,---
1459155_PM_at,expressed sequence AU015696,AU015696
1459156_PM_at,---,---
1459157_PM_at,storkhead box 2,Stox2
1459158_PM_at,---,---
1459159_PM_a_at,coiled-coil domain containing 6,Ccdc6
1459160_PM_at,---,---
1459161_PM_at,expressed sequence AU015777,AU015777
1459162_PM_at,---,---
1459163_PM_at,---,---
1459164_PM_at,expressed sequence AU014678,AU014678
1459165_PM_at,"DNA segment, Chr 4, ERATO Doi 179, expressed",D4Ertd179e
1459166_PM_at,---,---
1459167_PM_at,---,---
1459168_PM_at,---,---
1459169_PM_at,---,---
1459170_PM_at,---,---
1459171_PM_at,epithelial membrane protein 1,Emp1
1459172_PM_at,---,---
1459173_PM_at,"protein tyrosine phosphatase, receptor type, D",Ptprd
1459174_PM_at,---,---
1459175_PM_at,---,---
1459176_PM_at,---,---
1459177_PM_at,expressed sequence AU015741,AU015741
1459178_PM_at,"DNA segment, Chr 8, ERATO Doi 503, expressed",D8Ertd503e
1459179_PM_at,"DNA segment, Chr 8, ERATO Doi 268, expressed",D8Ertd268e
1459180_PM_at,---,---
1459181_PM_at,---,---
1459182_PM_at,---,---
1459183_PM_at,---,---
1459184_PM_at,---,---
1459185_PM_at,nuclear protein in the AT region,Npat
1459186_PM_at,expressed sequence C80165,C80165
1459187_PM_at,---,---
1459188_PM_at,---,---
1459189_PM_at,RIKEN cDNA 2610037D02 gene,2610037D02Rik
1459190_PM_at,"DNA segment, Chr 3, ERATO Doi 258, expressed",D3Ertd258e
1459191_PM_at,---,---
1459192_PM_at,---,---
1459193_PM_at,---,---
1459194_PM_at,---,---
1459195_PM_at,---,---
1459196_PM_at,---,---
1459197_PM_at,contactin 1,Cntn1
1459198_PM_at,"DNA segment, Chr 4, ERATO Doi 199, expressed",D4Ertd199e
1459199_PM_at,---,---
1459200_PM_at,---,---
1459201_PM_at,---,---
1459202_PM_at,---,---
1459203_PM_at,importin 8,Ipo8
1459204_PM_at,expressed sequence AU015449,AU015449
1459205_PM_at,---,---
1459206_PM_at,---,---
1459207_PM_at,---,---
1459208_PM_at,expressed sequence AU021889,AU021889
1459209_PM_at,ring finger protein 10,Rnf10
1459210_PM_at,transmembrane protein 108,Tmem108
1459211_PM_at,GLI-Kruppel family member GLI2,Gli2
1459212_PM_at,anaphase promoting complex subunit 11,Anapc11
1459213_PM_at,predicted gene 12159,Gm12159
1459214_PM_at,---,---
1459215_PM_at,---,---
1459216_PM_at,tudor domain containing 7,Tdrd7
1459217_PM_at,oncostatin M receptor,Osmr
1459218_PM_at,maestro heat-like repeat family member 1,Mroh1
1459219_PM_at,---,---
1459220_PM_at,expressed sequence C78651,C78651
1459221_PM_at,---,---
1459222_PM_x_at,---,---
1459223_PM_at,---,---
1459224_PM_at,---,---
1459225_PM_at,guanine nucleotide binding protein-like 3 (nucleolar)-like,Gnl3l
1459226_PM_at,---,---
1459227_PM_at,---,---
1459228_PM_at,mirror-image polydactyly gene 1 homolog (human),Mipol1
1459229_PM_at,---,---
1459230_PM_at,RIKEN cDNA B430319G15 gene,B430319G15Rik
1459231_PM_at,protein kinase N1,Pkn1
1459232_PM_at,---,---
1459233_PM_at,CLIP associating protein 1,Clasp1
1459234_PM_at,"Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830132M16 product:arachidonate 5-lipoxygenase activating protein, full insert sequence.",AK036547
1459235_PM_at,---,---
1459236_PM_at,expressed sequence AU022436,AU022436
1459237_PM_at,---,---
1459238_PM_at,---,---
1459239_PM_at,---,---
1459240_PM_at,---,---
1459241_PM_at,---,---
1459242_PM_at,---,---
1459243_PM_at,---,---
1459244_PM_at,expressed sequence AU014756,AU014756
1459245_PM_s_at,"glutamate receptor, ionotropic, delta 2",Grid2
1459246_PM_at,RIKEN cDNA D230021J17 gene,D230021J17Rik
1459247_PM_at,ATP/GTP binding protein-like 3,Agbl3
1459248_PM_at,---,---
1459249_PM_at,---,---
1459250_PM_at,teashirt zinc finger family member 2,Tshz2
1459251_PM_at,RIKEN cDNA A430088I17 gene,A430088I17Rik
1459252_PM_at,predicted gene 4981,Gm4981
1459253_PM_at,RIKEN cDNA 1700023H06 gene,1700023H06Rik
1459254_PM_at,cell division cycle associated 2,Cdca2
1459255_PM_at,RIKEN cDNA 1700034P13 gene,1700034P13Rik
1459256_PM_at,---,---
1459257_PM_at,---,---
1459258_PM_at,---,---
1459259_PM_at,predicted gene 5084,Gm5084
1459260_PM_at,predicted gene 13152 /// uncharacterized LOC102634244 /// zinc finger protein 468-like,Gm13152 /// LOC102634244 /// LOC102642631
1459261_PM_at,SRY (sex determining region Y)-box 5,Sox5
1459262_PM_at,MTERF domain containing 1,Mterfd1
1459263_PM_at,---,---
1459264_PM_at,tripartite motif-containing 33,Trim33
1459265_PM_at,myosin XIX,Myo19
1459266_PM_at,---,---
1459267_PM_at,RIKEN cDNA 2310033P09 gene,2310033P09Rik
1459268_PM_at,G protein-coupled receptor 179,Gpr179
1459269_PM_at,"short chain dehydrogenase/reductase family 39U, member 1",Sdr39u1
1459270_PM_at,---,---
1459271_PM_at,---,---
1459272_PM_at,---,---
1459273_PM_at,uncharacterized LOC102633763,LOC102633763
1459274_PM_at,G protein-coupled receptor 135,Gpr135
1459275_PM_at,ring finger protein 17,Rnf17
1459276_PM_at,RIKEN cDNA A530088E08 gene,A530088E08Rik
1459277_PM_at,---,---
1459278_PM_at,---,---
1459279_PM_at,---,---
1459280_PM_at,"DNA segment, Chr 1, ERATO Doi 185, expressed",D1Ertd185e
1459281_PM_at,---,---
1459282_PM_at,---,---
1459283_PM_at,G protein-coupled receptor kinase-interactor 2,Git2
1459284_PM_at,---,---
1459285_PM_at,---,---
1459286_PM_at,predicted gene 6150,Gm6150
1459287_PM_at,--- /// predicted gene 20548,Gm20548 /// Gm20548
1459288_PM_at,---,---
1459289_PM_at,---,---
1459290_PM_at,RIKEN cDNA C030015D19 gene,C030015D19Rik
1459291_PM_at,prostaglandin reductase 2,Ptgr2
1459292_PM_at,---,---
1459293_PM_at,---,---
1459294_PM_at,mitochondrial intermediate peptidase,Mipep
1459295_PM_at,---,---
1459296_PM_at,ubiquitin-conjugating enzyme E2Z (putative),Ube2z
1459297_PM_at,---,---
1459298_PM_at,---,---
1459299_PM_at,myosin IIIB,Myo3b
1459300_PM_at,---,---
1459301_PM_at,---,---
1459302_PM_at,RIKEN cDNA A030007N12 gene,A030007N12Rik
1459303_PM_at,---,---
1459304_PM_at,---,---
1459305_PM_at,---,---
1459306_PM_at,---,---
1459307_PM_at,---,---
1459308_PM_at,---,---
1459309_PM_at,RUN and FYVE domain containing 3,Rufy3
1459310_PM_at,---,---
1459311_PM_at,"phosphodiesterase 4D, cAMP specific",Pde4d
1459312_PM_at,---,---
1459313_PM_at,---,---
1459314_PM_at,---,---
1459315_PM_at,---,---
1459316_PM_at,---,---
1459317_PM_at,"ankyrin 2, brain",Ank2
1459318_PM_at,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",Sema6d
1459319_PM_at,"polymerase (DNA directed), alpha 1",Pola1
1459320_PM_at,---,---
1459321_PM_at,---,---
1459322_PM_at,---,---
1459323_PM_at,---,---
1459324_PM_at,fermitin family homolog 2 (Drosophila),Fermt2
1459325_PM_at,---,---
1459326_PM_at,"DNA segment, Chr 9, ERATO Doi 256, expressed",D9Ertd256e
1459327_PM_at,---,---
1459328_PM_at,---,---
1459329_PM_at,tetratricopeptide repeat domain 7,Ttc7
1459330_PM_at,---,---
1459331_PM_at,surfeit gene 6,Surf6
1459332_PM_at,"itchy, E3 ubiquitin protein ligase",Itch
1459333_PM_at,---,---
1459334_PM_at,---,---
1459335_PM_at,---,---
1459336_PM_at,"guanylate cyclase 1, soluble, alpha 2",Gucy1a2
1459337_PM_at,"asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)",Alg6
1459338_PM_at,---,---
1459339_PM_at,---,---
1459340_PM_at,---,---
1459341_PM_at,RIKEN cDNA 8030448K23 gene,8030448K23Rik
1459342_PM_at,uncharacterized protein C230029M16,C230029M16
1459343_PM_at,"Mus musculus HEAT repeat containing 6 (Heatr6), mRNA. /// HEAT repeat containing 6",Heatr6 /// Heatr6
1459344_PM_at,RIKEN cDNA 9630019E01 gene,9630019E01Rik
1459345_PM_at,---,---
1459346_PM_at,tRNA splicing endonuclease 2 homolog (S. cerevisiae),Tsen2
1459347_PM_at,predicted gene 11190,Gm11190
1459348_PM_at,---,---
1459349_PM_at,RIKEN cDNA A930011G23 gene,A930011G23Rik
1459350_PM_at,---,---
1459351_PM_at,"adrenergic receptor, alpha 1a",Adra1a
1459352_PM_at,---,---
1459353_PM_at,potassium channel tetramerisation domain containing 3,Kctd3
1459354_PM_at,---,---
1459355_PM_at,---,---
1459356_PM_at,---,---
1459357_PM_at,neurofascin,Nfasc
1459358_PM_at,---,---
1459359_PM_at,uncharacterized LOC102640479,LOC102640479
1459360_PM_at,---,---
1459361_PM_at,---,---
1459362_PM_at,---,---
1459363_PM_at,ataxin 2,Atxn2
1459364_PM_at,echinoderm microtubule associated protein like 6,Eml6
1459365_PM_at,DIS3 mitotic control homolog (S. cerevisiae)-like 2,Dis3l2
1459366_PM_at,repulsive guidance molecule family member B,Rgmb
1459367_PM_at,---,---
1459368_PM_at,---,---
1459369_PM_at,---,---
1459370_PM_at,---,---
1459371_PM_at,---,---
1459372_PM_at,neuronal PAS domain protein 4,Npas4
1459373_PM_at,---,---
1459374_PM_at,---,---
1459375_PM_at,---,---
1459376_PM_at,---,---
1459377_PM_at,paralemmin 2,Palm2
1459378_PM_at,---,---
1459379_PM_at,---,---
1459380_PM_at,transcriptional adaptor 1,Tada1
1459381_PM_at,---,---
1459382_PM_at,---,---
1459383_PM_at,zinc finger protein 948,Zfp948
1459384_PM_at,---,---
1459385_PM_at,"calmodulin regulated spectrin-associated protein family, member 2",Camsap2
1459386_PM_at,zinc finger protein 709,Zfp709
1459387_PM_at,microtubule associated serine/threonine kinase family member 4,Mast4
1459388_PM_at,---,---
1459389_PM_at,---,---
1459390_PM_at,---,---
1459391_PM_at,"ATP-binding cassette, sub-family A (ABC1), member 5",Abca5
1459392_PM_at,PHD finger protein 8,Phf8
1459393_PM_at,---,---
1459394_PM_at,RIKEN cDNA D130052B06 gene,D130052B06Rik
1459395_PM_at,---,---
1459396_PM_at,transmembrane protein 241,Tmem241
1459397_PM_at,ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila),Arih1
1459398_PM_at,pellino 1,Peli1
1459399_PM_at,---,---
1459400_PM_at,RIKEN cDNA A630038E17 gene,A630038E17Rik
1459401_PM_at,---,---
1459402_PM_at,"opioid receptor, mu 1",Oprm1
1459403_PM_at,low density lipoprotein receptor,Ldlr
1459404_PM_at,---,---
1459405_PM_at,IQ motif containing GTPase activating protein 3,Iqgap3
1459406_PM_at,---,---
1459407_PM_at,---,---
1459408_PM_at,---,---
1459409_PM_at,---,---
1459410_PM_at,uncharacterized LOC493582,LOC493582
1459411_PM_at,---,---
1459412_PM_at,---,---
1459413_PM_at,---,---
1459414_PM_at,---,---
1459415_PM_at,sperm antigen with calponin homology and coiled-coil domains 1,Specc1
1459416_PM_at,B cell CLL/lymphoma 7A,Bcl7a
1459417_PM_at,---,---
1459418_PM_at,---,---
1459419_PM_at,predicted gene 5481,Gm5481
1459420_PM_at,---,---
1459421_PM_at,hexokinase domain containing 1,Hkdc1
1459422_PM_at,---,---
1459423_PM_at,Meis homeobox 1,Meis1
1459424_PM_at,"DNA segment, Chr 3, ERATO Doi 108, expressed",D3Ertd108e
1459425_PM_at,---,---
1459426_PM_at,sciellin,Scel
1459427_PM_at,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1,Stam
1459428_PM_at,expressed sequence C76662,C76662
1459429_PM_at,kinectin 1,Ktn1
1459430_PM_at,G protein-coupled receptor 158,Gpr158
1459431_PM_at,---,---
1459432_PM_at,---,---
1459433_PM_at,RIKEN cDNA C130051F05 gene,C130051F05Rik
1459434_PM_at,---,---
1459435_PM_at,---,---
1459436_PM_at,---,---
1459437_PM_at,START domain containing 9,Stard9
1459438_PM_at,---,---
1459439_PM_at,mitochondrial ribosomal protein S5,Mrps5
1459440_PM_at,---,---
1459441_PM_at,---,---
1459442_PM_at,---,---
1459443_PM_at,---,---
1459444_PM_at,zinc finger protein 91,Zfp91
1459445_PM_at,---,---
1459446_PM_at,leucine rich repeat containing 41,Lrrc41
1459447_PM_at,---,---
1459448_PM_at,cytochrome b5 reductase 2,Cyb5r2
1459449_PM_at,---,---
1459450_PM_at,---,---
1459451_PM_at,---,---
1459452_PM_at,---,---
1459453_PM_at,---,---
1459454_PM_at,uncharacterized LOC102635872,LOC102635872
1459455_PM_at,---,---
1459456_PM_at,AAR2 splicing factor homolog (S. cerevisiae),Aar2
1459457_PM_at,"calcium/calmodulin-dependent protein kinase II, delta",Camk2d
1459458_PM_at,"DNA segment, Chr 9, ERATO Doi 338, expressed",D9Ertd338e
1459459_PM_at,---,---
1459460_PM_at,---,---
1459461_PM_at,---,---
1459462_PM_at,---,---
1459463_PM_at,---,---
1459464_PM_at,---,---
1459465_PM_at,---,---
1459466_PM_at,---,---
1459467_PM_at,expressed sequence AA986715,AA986715
1459468_PM_at,expressed sequence C79743,C79743
1459469_PM_at,expressed sequence C78516,C78516
1459470_PM_at,---,---
1459471_PM_at,---,---
1459472_PM_at,integrin beta 3 binding protein (beta3-endonexin),Itgb3bp
1459473_PM_at,---,---
1459474_PM_at,"DNA segment, Chr 1, ERATO Doi 86, expressed",D1Ertd86e
1459475_PM_at,"DNA segment, Chr 10, ERATO Doi 761, expressed",D10Ertd761e
1459476_PM_s_at,cysteine and glycine-rich protein 2 binding protein,Csrp2bp
1459477_PM_at,---,---
1459478_PM_at,expressed sequence AA408396,AA408396
1459479_PM_at,predicted gene 12072,Gm12072
1459480_PM_at,"DNA segment, Chr 6, ERATO Doi 90, expressed",D6Ertd90e
1459481_PM_at,---,---
1459482_PM_at,"transient receptor potential cation channel, subfamily M, member 2",Trpm2
1459483_PM_at,---,---
1459484_PM_at,---,---
1459485_PM_at,---,---
1459486_PM_at,expressed sequence AU022240,AU022240
1459487_PM_at,---,---
1459488_PM_at,---,---
1459489_PM_at,---,---
1459490_PM_at,---,---
1459491_PM_at,"DNA segment, Chr 12, ERATO Doi 673, expressed",D12Ertd673e
1459492_PM_at,---,---
1459493_PM_at,uncharacterized LOC102643220,LOC102643220
1459494_PM_at,---,---
1459495_PM_at,---,---
1459496_PM_at,expressed sequence C77267,C77267
1459497_PM_at,---,---
1459498_PM_at,---,---
1459499_PM_at,---,---
1459500_PM_at,expressed sequence C85351,C85351
1459501_PM_at,---,---
1459502_PM_at,"DNA segment, Chr 17, ERATO Doi 589, expressed",D17Ertd589e
1459503_PM_at,predicted gene 3764,Gm3764
1459504_PM_at,expressed sequence AU022121,AU022121
1459505_PM_at,---,---
1459506_PM_at,---,---
1459507_PM_at,---,---
1459508_PM_at,---,---
1459509_PM_at,---,---
1459510_PM_at,"transmembrane protease, serine 2",Tmprss2
1459511_PM_at,---,---
1459512_PM_at,---,---
1459513_PM_at,---,---
1459514_PM_at,---,---
1459515_PM_at,---,---
1459516_PM_at,---,---
1459517_PM_at,---,---
1459518_PM_at,---,---
1459519_PM_at,---,---
1459520_PM_at,myosin VC,Myo5c
1459521_PM_at,---,---
1459522_PM_s_at,glycogenin,Gyg
1459523_PM_at,uncharacterized LOC102638081,LOC102638081
1459524_PM_at,mutated in colorectal cancers,Mcc
1459525_PM_at,---,---
1459526_PM_at,---,---
1459527_PM_at,---,---
